model,external_key,anchor_item,value,explanation
gemini-3.7-flash,kreps2020_r1809,anchor_25th_pct_likelihood,5,"The endorsement from the CDC and production in the UK reassure me, making me lean toward taking it despite modest efficacy."
gemini-3.7-flash,kreps2020_r1809,anchor_50th_pct_likelihood,6,"With 90% efficacy, very low major side effects, and WHO endorsement, I would likely take this to protect myself at age 66."
gemini-3.7-flash,kreps2020_r1809,anchor_75th_pct_likelihood,6,"I trust US-made vaccines endorsed by the CDC, and 5 years of solid protection makes this a very reasonable choice."
gemini-3.7-flash,kreps2020_r1809,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, low risk, and WHO endorsement make this an ideal vaccine that I would definitely receive."
gemini-3.7-flash,kreps2020_r1810,anchor_1st_pct_likelihood,4,"While I trust Joe Biden and the FDA, the lower efficacy and origin in China give me slight pause."
gemini-3.7-flash,kreps2020_r1810,anchor_25th_pct_likelihood,5,Endorsement by the CDC and UK origin make me reasonably inclined to take it despite the modest efficacy.
gemini-3.7-flash,kreps2020_r1810,anchor_50th_pct_likelihood,6,"High efficacy, strong safety profile, and WHO backing make this appealing despite the Chinese origin."
gemini-3.7-flash,kreps2020_r1810,anchor_75th_pct_likelihood,6,"Being made in the US, lasting five years, and having CDC endorsement makes me very likely to get it."
gemini-3.7-flash,kreps2020_r1810,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, low risks, and WHO endorsement make me completely confident in taking this vaccine."
gemini-3.7-flash,kreps2020_r1811,anchor_1st_pct_likelihood,3,"As a senior I want protection, but 50% efficacy combined with origin in China makes me slightly hesitant despite political endorsements."
gemini-3.7-flash,kreps2020_r1811,anchor_25th_pct_likelihood,5,Endorsement by the CDC and development in the UK provide sufficient reassurance to make me slightly likely to take it despite moderate efficacy.
gemini-3.7-flash,kreps2020_r1811,anchor_50th_pct_likelihood,6,"A 90% efficacy rate, minimal risk of major side effects, and WHO endorsement make this a compelling option."
gemini-3.7-flash,kreps2020_r1811,anchor_75th_pct_likelihood,6,"CDC endorsement, US development, and a long five-year duration make this a dependable choice for my health."
gemini-3.7-flash,kreps2020_r1811,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, low risk, and WHO backing make taking this vaccine an easy decision."
gemini-3.7-flash,kreps2020_r1812,anchor_1st_pct_likelihood,1,"As a moderate Republican professional, I am highly skeptical of a vaccine originating from China with low efficacy and political endorsements."
gemini-3.7-flash,kreps2020_r1812,anchor_25th_pct_likelihood,3,"While I trust the UK and CDC, a 50% efficacy rate and moderate side-effect risk make me hesitant."
gemini-3.7-flash,kreps2020_r1812,anchor_50th_pct_likelihood,3,"The 90% efficacy is appealing, but its origin in China remains a significant concern for me."
gemini-3.7-flash,kreps2020_r1812,anchor_75th_pct_likelihood,6,"Being made in the US, endorsed by the CDC, and offering five years of protection makes this an acceptable option at my age."
gemini-3.7-flash,kreps2020_r1812,anchor_99th_pct_likelihood,7,Full FDA approval combined with 90% efficacy and minimal risk provides the medical reassurance I look for.
gemini-3.7-flash,kreps2020_r1813,anchor_1st_pct_likelihood,2,"Low efficacy and being made in China make me quite hesitant, even with an emergency authorization."
gemini-3.7-flash,kreps2020_r1813,anchor_25th_pct_likelihood,3,"A CDC endorsement and UK origin are somewhat reassuring, but 50% efficacy is still fairly low."
gemini-3.7-flash,kreps2020_r1813,anchor_50th_pct_likelihood,4,"High efficacy and low major side effects are good, though being from China gives me some pause."
gemini-3.7-flash,kreps2020_r1813,anchor_75th_pct_likelihood,5,"Made in the US, lasting 5 years, and supported by the CDC makes this a reasonably good option."
gemini-3.7-flash,kreps2020_r1813,anchor_99th_pct_likelihood,6,Full FDA approval along with 90% efficacy and very low risks makes me confident to get it.
gemini-3.7-flash,kreps2020_r1814,anchor_1st_pct_likelihood,2,"Low efficacy and origin from China make me quite hesitant, even with an endorsement from Biden."
gemini-3.7-flash,kreps2020_r1814,anchor_25th_pct_likelihood,3,"The CDC endorsement and UK origin are reassuring, but 50% efficacy is still rather low."
gemini-3.7-flash,kreps2020_r1814,anchor_50th_pct_likelihood,4,"High efficacy and low major side effects are great, but being developed in China keeps me cautious."
gemini-3.7-flash,kreps2020_r1814,anchor_75th_pct_likelihood,6,"US-made, strong CDC backing, and 5-year protection make this a solid, trustworthy option."
gemini-3.7-flash,kreps2020_r1814,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, long protection, and extremely low risk make me very confident to take this."
gemini-3.7-flash,kreps2020_r1815,anchor_1st_pct_likelihood,2,"As a moderate independent, a 50% efficacy vaccine made in China with emergency authorization and a political endorsement makes me hesitant."
gemini-3.7-flash,kreps2020_r1815,anchor_25th_pct_likelihood,4,"A CDC endorsement and UK origin are better, but 50% efficacy and emergency use leave me fairly neutral."
gemini-3.7-flash,kreps2020_r1815,anchor_50th_pct_likelihood,5,High efficacy and low risk of major side effects supported by WHO make this appealing despite the Chinese origin.
gemini-3.7-flash,kreps2020_r1815,anchor_75th_pct_likelihood,6,"US origin, CDC backing, and a 5-year duration of protection provide a solid level of reassurance."
gemini-3.7-flash,kreps2020_r1815,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year protection, and minimal side effect risk make this an extremely safe and reliable choice."
gemini-3.7-flash,kreps2020_r1816,anchor_1st_pct_likelihood,3,"As an educated moderate Democrat, I am somewhat skeptical of a low-efficacy vaccine from China, though an endorsement from Joe Biden and FDA authorization give it slight consideration."
gemini-3.7-flash,kreps2020_r1816,anchor_25th_pct_likelihood,5,"The CDC endorsement and UK origin make me feel reasonably secure, despite the modest efficacy and duration."
gemini-3.7-flash,kreps2020_r1816,anchor_50th_pct_likelihood,5,"A 90% efficacy rate and WHO endorsement are very persuasive, balancing out my slight hesitation regarding its origin in China."
gemini-3.7-flash,kreps2020_r1816,anchor_75th_pct_likelihood,6,"Being developed in the US, endorsed by the CDC, and offering 5 years of solid protection makes me very likely to take it."
gemini-3.7-flash,kreps2020_r1816,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, long duration, and low risk make this an extremely safe and appealing choice."
gemini-3.7-flash,kreps2020_r1817,anchor_1st_pct_likelihood,1,"As a conservative professional, I have zero trust in a low-efficacy vaccine coming out of China and endorsed by Joe Biden."
gemini-3.7-flash,kreps2020_r1817,anchor_25th_pct_likelihood,3,"While coming from the UK is better, 50% efficacy under emergency use is still not compelling enough to justify the risks."
gemini-3.7-flash,kreps2020_r1817,anchor_50th_pct_likelihood,2,"Despite high reported efficacy, being manufactured in China and backed by the WHO gives me serious skepticism."
gemini-3.7-flash,kreps2020_r1817,anchor_75th_pct_likelihood,5,"A US-made vaccine with multi-year protection and CDC backing is somewhat acceptable, though I remain cautious about emergency authorization."
gemini-3.7-flash,kreps2020_r1817,anchor_99th_pct_likelihood,6,"Full FDA approval, high efficacy, and long-term protection make this an overwhelmingly sound medical choice."
gemini-3.7-flash,kreps2020_r1818,anchor_1st_pct_likelihood,4,"As a liberal Democrat, I trust Joe Biden's endorsement, but the low 50% efficacy and Chinese origin make me somewhat cautious."
gemini-3.7-flash,kreps2020_r1818,anchor_25th_pct_likelihood,5,"With CDC endorsement and UK origin, I lean toward taking it to protect public health despite the lower efficacy."
gemini-3.7-flash,kreps2020_r1818,anchor_50th_pct_likelihood,6,A 90% efficacy rate and WHO endorsement make this very appealing despite the country of origin.
gemini-3.7-flash,kreps2020_r1818,anchor_75th_pct_likelihood,6,"Endorsement by the CDC, US origin, and solid 5-year protection make me moderately likely to take it."
gemini-3.7-flash,kreps2020_r1818,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, low risk, and WHO backing make taking this vaccine an easy choice."
gemini-3.7-flash,kreps2020_r1819,anchor_1st_pct_likelihood,3,"As an educated moderate Democrat, while I trust Biden, the low 50% efficacy and higher risk of major side effects make me slightly hesitant."
gemini-3.7-flash,kreps2020_r1819,anchor_25th_pct_likelihood,5,Endorsement by the CDC and development in the UK provide sufficient reassurance despite the modest 50% efficacy.
gemini-3.7-flash,kreps2020_r1819,anchor_50th_pct_likelihood,6,The very high efficacy of 90% and extremely low risk of severe side effects make this a sound choice backed by the WHO.
gemini-3.7-flash,kreps2020_r1819,anchor_75th_pct_likelihood,6,A solid five-year protection period combined with CDC endorsement and US manufacturing makes this very appealing.
gemini-3.7-flash,kreps2020_r1819,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, long-lasting duration, and minimal risk factors make me extremely likely to take it."
gemini-3.7-flash,kreps2020_r1821,anchor_1st_pct_likelihood,1,"As a conservative Republican, I do not trust a low-efficacy vaccine coming from China and endorsed by Joe Biden."
gemini-3.7-flash,kreps2020_r1821,anchor_25th_pct_likelihood,3,"While coming from the UK and backed by the CDC is better, 50% efficacy under only emergency authorization makes me hesitant."
gemini-3.7-flash,kreps2020_r1821,anchor_50th_pct_likelihood,2,"High efficacy is good, but being manufactured in China gives me serious pause regarding safety and quality."
gemini-3.7-flash,kreps2020_r1821,anchor_75th_pct_likelihood,5,A US-made vaccine with solid 5-year protection and CDC backing is reasonably trustworthy for someone in my age group.
gemini-3.7-flash,kreps2020_r1821,anchor_99th_pct_likelihood,6,"Full FDA approval, high efficacy, and extremely low risk of severe side effects make this a reliable choice to protect my health at 77."
gemini-3.7-flash,kreps2020_r1822,anchor_1st_pct_likelihood,1,"I do not trust a vaccine coming out of China with low efficacy, especially one endorsed by Joe Biden."
gemini-3.7-flash,kreps2020_r1822,anchor_25th_pct_likelihood,3,"While the UK origin is better, a 50% efficacy rate and emergency authorization are not convincing enough for me."
gemini-3.7-flash,kreps2020_r1822,anchor_50th_pct_likelihood,2,"Even with high efficacy, I have serious doubts about any medical product originating in China and backed by the WHO."
gemini-3.7-flash,kreps2020_r1822,anchor_75th_pct_likelihood,5,Being made in the United States with a multi-year duration makes this a much more acceptable option.
gemini-3.7-flash,kreps2020_r1822,anchor_99th_pct_likelihood,6,"Full FDA approval, high efficacy, and minimal side effects make this a reliable choice despite WHO involvement."
gemini-3.7-flash,kreps2020_r1823,anchor_1st_pct_likelihood,2,"Low efficacy and being manufactured in China make me hesitant, despite the political endorsement."
gemini-3.7-flash,kreps2020_r1823,anchor_25th_pct_likelihood,4,"The CDC endorsement and UK origin help, but the 50% efficacy and side effect profile keep me neutral."
gemini-3.7-flash,kreps2020_r1823,anchor_50th_pct_likelihood,5,"High efficacy and low major side effect risk make it appealing, even with foreign origin."
gemini-3.7-flash,kreps2020_r1823,anchor_75th_pct_likelihood,6,I trust a US-made vaccine backed by the CDC with solid 5-year protection.
gemini-3.7-flash,kreps2020_r1823,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, low risk, and WHO backing give me complete confidence."
gemini-3.7-flash,kreps2020_r1824,anchor_1st_pct_likelihood,1,"As a moderate Republican, I have serious doubts about a low-efficacy vaccine developed in China and endorsed by Joe Biden."
gemini-3.7-flash,kreps2020_r1824,anchor_25th_pct_likelihood,3,"While coming from the UK and backed by the CDC is better, 50% efficacy and emergency use authorization still make me hesitant."
gemini-3.7-flash,kreps2020_r1824,anchor_50th_pct_likelihood,3,"High efficacy is appealing, but being made in China and having only emergency authorization still gives me pause."
gemini-3.7-flash,kreps2020_r1824,anchor_75th_pct_likelihood,5,"Being made in the US, lasting 5 years, and having CDC endorsement makes this reasonably appealing despite emergency authorization."
gemini-3.7-flash,kreps2020_r1824,anchor_99th_pct_likelihood,6,"Full FDA approval, high efficacy, long duration, and low risk of major side effects make me very comfortable taking this."
gemini-3.7-flash,kreps2020_r1825,anchor_1st_pct_likelihood,2,"As an older Democrat I trust Joe Biden, but a 50% efficacy vaccine made in China with only emergency authorization makes me fairly hesitant."
gemini-3.7-flash,kreps2020_r1825,anchor_25th_pct_likelihood,4,"CDC endorsement and UK origin are reassuring, but the 50% efficacy still leaves me on the fence given my age."
gemini-3.7-flash,kreps2020_r1825,anchor_50th_pct_likelihood,5,A 90% efficacy rate and WHO endorsement make this somewhat appealing despite the Chinese origin.
gemini-3.7-flash,kreps2020_r1825,anchor_75th_pct_likelihood,6,"Made in the US, endorsed by the CDC, and providing 5 years of solid protection makes me likely to take it."
gemini-3.7-flash,kreps2020_r1825,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, low risk of side effects, and long duration make this extremely safe and desirable for my health."
gemini-3.7-flash,kreps2020_r1826,anchor_1st_pct_likelihood,2,"As an older adult I want COVID protection, but low efficacy and origin in China with only emergency authorization make me hesitant."
gemini-3.7-flash,kreps2020_r1826,anchor_25th_pct_likelihood,4,"The CDC endorsement is reassuring, but the 50% efficacy is still fairly low for me to feel confident."
gemini-3.7-flash,kreps2020_r1826,anchor_50th_pct_likelihood,4,"High efficacy and low major side effects are appealing, though origin in China and EUA keep me in the middle."
gemini-3.7-flash,kreps2020_r1826,anchor_75th_pct_likelihood,6,A US-made vaccine endorsed by the CDC with 5 years of protection makes me likely to take it at my age.
gemini-3.7-flash,kreps2020_r1826,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, 5-year duration, and very low risk of major side effects make this an easy choice."
gemini-3.7-flash,kreps2020_r1827,anchor_1st_pct_likelihood,3,"As a moderate Democrat, I appreciate Joe Biden's endorsement, but the low efficacy and manufacturing origin in China give me slight hesitation."
gemini-3.7-flash,kreps2020_r1827,anchor_25th_pct_likelihood,5,CDC endorsement and UK development make me slightly likely to take it despite the lower efficacy.
gemini-3.7-flash,kreps2020_r1827,anchor_50th_pct_likelihood,5,"The 90% efficacy and very low risk of major side effects make it appealing, though the origin is a minor concern."
gemini-3.7-flash,kreps2020_r1827,anchor_75th_pct_likelihood,6,Made in the US with CDC backing and long protection makes me moderately likely to get it.
gemini-3.7-flash,kreps2020_r1827,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, low side effect risk, and WHO backing make this extremely appealing."
gemini-3.7-flash,kreps2020_r1828,anchor_1st_pct_likelihood,4,"While I trust Joe Biden, the lower efficacy and foreign origin from China make me a bit cautious."
gemini-3.7-flash,kreps2020_r1828,anchor_25th_pct_likelihood,5,"I trust the CDC and the UK, though the 50% efficacy is only moderately reassuring."
gemini-3.7-flash,kreps2020_r1828,anchor_50th_pct_likelihood,6,"With 90% efficacy, very low major side effect risk, and WHO backing, I would definitely lean toward taking it."
gemini-3.7-flash,kreps2020_r1828,anchor_75th_pct_likelihood,6,"Made in the US, lasting five years, and endorsed by the CDC makes this a strong option for me."
gemini-3.7-flash,kreps2020_r1828,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, long protection, and WHO endorsement make this an easy yes."
gemini-3.7-flash,kreps2020_r1829,anchor_1st_pct_likelihood,2,"As a conservative-leaning Democrat, I am very skeptical of a low-efficacy vaccine originating from China, even with political endorsements."
gemini-3.7-flash,kreps2020_r1829,anchor_25th_pct_likelihood,4,"Originating from the UK and endorsed by the CDC is reassuring, but the 50% efficacy rate leaves me hesitant."
gemini-3.7-flash,kreps2020_r1829,anchor_50th_pct_likelihood,4,"The 90% efficacy and low risk of major side effects are positive, but its origin in China gives me serious pause."
gemini-3.7-flash,kreps2020_r1829,anchor_75th_pct_likelihood,6,Being developed in the United States and backed by the CDC with solid 5-year duration makes this a trustworthy option.
gemini-3.7-flash,kreps2020_r1829,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, long duration, and an exceptionally low risk profile make this an easy choice."
gemini-3.7-flash,kreps2020_r1830,anchor_1st_pct_likelihood,1,I am very wary of a rushed vaccine from China with only low efficacy and political endorsements.
gemini-3.7-flash,kreps2020_r1830,anchor_25th_pct_likelihood,3,"CDC endorsement is better, but the 50% efficacy and side effect risks still make me hesitate."
gemini-3.7-flash,kreps2020_r1830,anchor_50th_pct_likelihood,3,"High efficacy is appealing, but being made in China under emergency use leaves me skeptical."
gemini-3.7-flash,kreps2020_r1830,anchor_75th_pct_likelihood,5,"Being made in the US, lasting five years, and backed by the CDC makes this a reasonably acceptable option."
gemini-3.7-flash,kreps2020_r1830,anchor_99th_pct_likelihood,6,"Full FDA approval, high efficacy, and minimal side effect risks make this vaccine very trustworthy."
gemini-3.7-flash,kreps2020_r1831,anchor_1st_pct_likelihood,4,"While I trust Joe Biden, the lower efficacy and foreign origin make me somewhat cautious given my age."
gemini-3.7-flash,kreps2020_r1831,anchor_25th_pct_likelihood,5,A CDC endorsement and UK production give me enough confidence to consider taking it to protect my health.
gemini-3.7-flash,kreps2020_r1831,anchor_50th_pct_likelihood,6,The 90% efficacy and strong WHO endorsement make this a very appealing option despite the country of origin.
gemini-3.7-flash,kreps2020_r1831,anchor_75th_pct_likelihood,6,Being developed in the US and backed by the CDC provides solid reassurance for long-term protection.
gemini-3.7-flash,kreps2020_r1831,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, and minimal side effects make this an easy and clear choice for me."
gemini-3.7-flash,kreps2020_r1832,anchor_1st_pct_likelihood,2,"Although I lean liberal and am open to public health measures, the low efficacy, origin in China, and emergency authorization make me somewhat skeptical."
gemini-3.7-flash,kreps2020_r1832,anchor_25th_pct_likelihood,4,"CDC endorsement and UK development improve my confidence, though the 50% efficacy remains marginal."
gemini-3.7-flash,kreps2020_r1832,anchor_50th_pct_likelihood,5,High efficacy and WHO endorsement make this appealing despite the Chinese origin and emergency authorization.
gemini-3.7-flash,kreps2020_r1832,anchor_75th_pct_likelihood,6,"Strong duration, domestic manufacturing, and CDC backing provide strong reassurance to get vaccinated."
gemini-3.7-flash,kreps2020_r1832,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, low risk of side effects, and WHO endorsement make this an easy yes."
gemini-3.7-flash,kreps2020_r1833,anchor_1st_pct_likelihood,1,"As a conservative, I do not trust a vaccine made in China, endorsed by Joe Biden, and with only low efficacy and emergency authorization."
gemini-3.7-flash,kreps2020_r1833,anchor_25th_pct_likelihood,2,"While the UK origin is better, the low efficacy and emergency authorization make me hesitant."
gemini-3.7-flash,kreps2020_r1833,anchor_50th_pct_likelihood,2,"Even with high efficacy, being made in China and endorsed by the WHO gives me serious pause."
gemini-3.7-flash,kreps2020_r1833,anchor_75th_pct_likelihood,5,A US-made vaccine with a 5-year duration and CDC endorsement sounds much safer and more reliable.
gemini-3.7-flash,kreps2020_r1833,anchor_99th_pct_likelihood,6,"Full FDA approval, high efficacy, and extremely low risk of major side effects make this a trustworthy option."
gemini-3.7-flash,kreps2020_r1834,anchor_1st_pct_likelihood,1,"As a conservative, I do not trust a low-efficacy vaccine developed in China and endorsed by Joe Biden."
gemini-3.7-flash,kreps2020_r1834,anchor_25th_pct_likelihood,3,"Although from the UK, the 50% efficacy is too low to feel worthwhile given potential side effects."
gemini-3.7-flash,kreps2020_r1834,anchor_50th_pct_likelihood,2,"Even with high efficacy, I strongly distrust vaccines originating from China and endorsed by the WHO."
gemini-3.7-flash,kreps2020_r1834,anchor_75th_pct_likelihood,5,Being made in the United States and offering 5 years of protection makes this reasonably acceptable to me.
gemini-3.7-flash,kreps2020_r1834,anchor_99th_pct_likelihood,6,"Full FDA approval, high efficacy, and extremely low serious side effects make this a safe and appealing option."
gemini-3.7-flash,kreps2020_r1835,anchor_1st_pct_likelihood,2,"Low efficacy, origin in China, and a political endorsement make me very skeptical."
gemini-3.7-flash,kreps2020_r1835,anchor_25th_pct_likelihood,4,"The CDC endorsement and UK origin help, but 50% efficacy is still fairly underwhelming."
gemini-3.7-flash,kreps2020_r1835,anchor_50th_pct_likelihood,4,"High efficacy and low major risks are appealing, but I remain hesitant about vaccines developed in China."
gemini-3.7-flash,kreps2020_r1835,anchor_75th_pct_likelihood,5,Made in the US with decent efficacy and CDC endorsement makes it somewhat appealing to me.
gemini-3.7-flash,kreps2020_r1835,anchor_99th_pct_likelihood,6,"Full FDA approval, high efficacy, and extremely low risk make this a very safe bet."
gemini-3.7-flash,kreps2020_r1836,anchor_1st_pct_likelihood,2,"As an older individual I want protection, but a low efficacy vaccine originating from China with only emergency authorization makes me very hesitant."
gemini-3.7-flash,kreps2020_r1836,anchor_25th_pct_likelihood,4,"Coming from the UK and backed by the CDC is reassuring, but the 50% efficacy is still fairly mediocre."
gemini-3.7-flash,kreps2020_r1836,anchor_50th_pct_likelihood,5,"The 90% efficacy and very low risk of major side effects are appealing, though I still have slight reservations about its Chinese origin."
gemini-3.7-flash,kreps2020_r1836,anchor_75th_pct_likelihood,6,"Being made in the US, lasting 5 years, and endorsed by our CDC makes me quite likely to take it."
gemini-3.7-flash,kreps2020_r1836,anchor_99th_pct_likelihood,7,Full FDA approval combined with 90% efficacy and strong long-term safety gives me complete confidence to get vaccinated.
gemini-3.7-flash,kreps2020_r1837,anchor_1st_pct_likelihood,1,"As a conservative, I deeply distrust medical products originating from China and endorsed by Joe Biden, especially with low efficacy and emergency-only approval."
gemini-3.7-flash,kreps2020_r1837,anchor_25th_pct_likelihood,3,"While coming from the UK is better, 50% efficacy and emergency use authorization are not very convincing."
gemini-3.7-flash,kreps2020_r1837,anchor_50th_pct_likelihood,2,"Despite high efficacy, I cannot trust a Chinese-developed vaccine endorsed by the WHO."
gemini-3.7-flash,kreps2020_r1837,anchor_75th_pct_likelihood,5,Being made in the United States and offering 5 years of protection makes this reasonably acceptable despite emergency use status.
gemini-3.7-flash,kreps2020_r1837,anchor_99th_pct_likelihood,6,"Full FDA approval, high efficacy, long protection, and UK development make this a solid and trustworthy medical option."
gemini-3.7-flash,kreps2020_r1838,anchor_1st_pct_likelihood,2,"As an older adult I want protection, but low efficacy and origin in China with a political endorsement make me quite hesitant."
gemini-3.7-flash,kreps2020_r1838,anchor_25th_pct_likelihood,4,"The CDC endorsement and UK origin are reassuring, but the 50% efficacy is only moderately appealing."
gemini-3.7-flash,kreps2020_r1838,anchor_50th_pct_likelihood,5,High efficacy and low major side effect risk make this somewhat appealing despite the Chinese origin.
gemini-3.7-flash,kreps2020_r1838,anchor_75th_pct_likelihood,6,A US-made vaccine endorsed by the CDC with 5 years of protection fits my health needs very well.
gemini-3.7-flash,kreps2020_r1838,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, low risk of side effects, and long duration make this extremely appealing."
gemini-3.7-flash,kreps2020_r1839,anchor_1st_pct_likelihood,1,I do not trust a low-efficacy vaccine developed in China and endorsed by Joe Biden.
gemini-3.7-flash,kreps2020_r1839,anchor_25th_pct_likelihood,2,"Although from the UK, the low efficacy and rushed emergency authorization make me very skeptical."
gemini-3.7-flash,kreps2020_r1839,anchor_50th_pct_likelihood,2,"Despite the high efficacy, I strongly distrust vaccines originating from China or endorsed by the WHO."
gemini-3.7-flash,kreps2020_r1839,anchor_75th_pct_likelihood,4,"Being made in the US with longer duration is better, but I remain cautious about emergency authorizations."
gemini-3.7-flash,kreps2020_r1839,anchor_99th_pct_likelihood,5,"Full FDA approval, high efficacy, and extremely low severe side effects make this option reasonably acceptable."
gemini-3.7-flash,kreps2020_r1840,anchor_1st_pct_likelihood,4,"As a highly educated liberal Democrat, I trust Joe Biden and the FDA, but the lower efficacy and Chinese origin give me slight pause."
gemini-3.7-flash,kreps2020_r1840,anchor_25th_pct_likelihood,5,CDC endorsement and UK origin make me reasonably inclined to take it despite the modest 50% efficacy.
gemini-3.7-flash,kreps2020_r1840,anchor_50th_pct_likelihood,6,"With 90% efficacy, low risk of major side effects, and WHO endorsement, I am likely to get it even with the Chinese origin."
gemini-3.7-flash,kreps2020_r1840,anchor_75th_pct_likelihood,6,A US-made vaccine with CDC endorsement and 5-year duration is very appealing and trustworthy.
gemini-3.7-flash,kreps2020_r1840,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year protection, and WHO backing make this an extremely easy decision to get vaccinated."
gemini-3.7-flash,kreps2020_r1841,anchor_1st_pct_likelihood,4,"While I trust Joe Biden, the lower efficacy and country of origin leave me somewhat hesitant."
gemini-3.7-flash,kreps2020_r1841,anchor_25th_pct_likelihood,5,Endorsement by the CDC and UK origin give me confidence despite the lower efficacy rate.
gemini-3.7-flash,kreps2020_r1841,anchor_50th_pct_likelihood,6,"With 90% efficacy, low major side effect risks, and WHO backing, I would definitely lean toward taking it."
gemini-3.7-flash,kreps2020_r1841,anchor_75th_pct_likelihood,6,"A US-made vaccine with solid efficacy, long duration, and CDC endorsement is very appealing to me."
gemini-3.7-flash,kreps2020_r1841,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, long protection, and WHO backing make this an easy and confident choice to get vaccinated."
gemini-3.7-flash,kreps2020_r1842,anchor_1st_pct_likelihood,3,"Although I trust Joe Biden's endorsement, 50% efficacy combined with origin in China makes me somewhat hesitant."
gemini-3.7-flash,kreps2020_r1842,anchor_25th_pct_likelihood,4,"CDC endorsement and UK origin are reassuring, but the 50% efficacy is still fairly low."
gemini-3.7-flash,kreps2020_r1842,anchor_50th_pct_likelihood,5,"High efficacy and low major side effect risk backed by WHO make me likely to consider it, despite its origin."
gemini-3.7-flash,kreps2020_r1842,anchor_75th_pct_likelihood,6,"A 5-year duration, US origin, and CDC endorsement make this a strong, trustworthy option."
gemini-3.7-flash,kreps2020_r1842,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, and a very low risk profile endorsed by the WHO make me extremely likely to get it."
gemini-3.7-flash,kreps2020_r1843,anchor_1st_pct_likelihood,4,"Although I trust Joe Biden as a Democrat, the low efficacy and origin make me somewhat cautious."
gemini-3.7-flash,kreps2020_r1843,anchor_25th_pct_likelihood,5,"CDC endorsement and UK origin give me more confidence, though 50% efficacy is still relatively modest."
gemini-3.7-flash,kreps2020_r1843,anchor_50th_pct_likelihood,6,The 90% efficacy and strong WHO endorsement make this quite appealing despite the origin.
gemini-3.7-flash,kreps2020_r1843,anchor_75th_pct_likelihood,6,A US-made vaccine backed by the CDC with 5 years of protection makes me likely to take it.
gemini-3.7-flash,kreps2020_r1843,anchor_99th_pct_likelihood,7,"Full FDA approval, high efficacy, long protection, and WHO endorsement make this an easy yes."
gemini-3.7-flash,kreps2020_r1844,anchor_1st_pct_likelihood,2,"The combination of low efficacy, a foreign manufacturer from China, and political endorsement makes me hesitant."
gemini-3.7-flash,kreps2020_r1844,anchor_25th_pct_likelihood,3,"Although the UK origin and CDC backing help, the low efficacy and higher chance of side effects are still concerning."
gemini-3.7-flash,kreps2020_r1844,anchor_50th_pct_likelihood,4,"The very high efficacy and low major risk are appealing, but origin from China gives me some pause."
gemini-3.7-flash,kreps2020_r1844,anchor_75th_pct_likelihood,5,"Being made in the US, lasting five years, and having CDC endorsement makes this a reasonably good option."
gemini-3.7-flash,kreps2020_r1844,anchor_99th_pct_likelihood,6,"Full FDA approval, high efficacy, long protection, and very low risk make me quite likely to take this."
gemini-3.7-flash,kreps2020_r1845,anchor_1st_pct_likelihood,2,"With low efficacy, higher risk of major side effects, and foreign origin with political endorsement, I would be quite hesitant."
gemini-3.7-flash,kreps2020_r1845,anchor_25th_pct_likelihood,4,"CDC endorsement provides credibility, but the 50% efficacy rate leaves me on the fence."
gemini-3.7-flash,kreps2020_r1845,anchor_50th_pct_likelihood,5,The 90% efficacy and very low risk of major side effects make it appealing despite the origin.
gemini-3.7-flash,kreps2020_r1845,anchor_75th_pct_likelihood,6,"Being made in the US, endorsed by the CDC, and providing 5-year protection makes me likely to take it."
gemini-3.7-flash,kreps2020_r1845,anchor_99th_pct_likelihood,7,Full FDA approval combined with high efficacy and extremely low risk makes this an easy yes.
gemini-3.7-flash,kreps2020_r1846,anchor_1st_pct_likelihood,1,"As a very conservative individual, I have zero trust in a vaccine made in China, with low efficacy, and endorsed by Joe Biden."
gemini-3.7-flash,kreps2020_r1846,anchor_25th_pct_likelihood,2,"Low efficacy and emergency authorization make me very hesitant, though coming from the UK is slightly better than China."
gemini-3.7-flash,kreps2020_r1846,anchor_50th_pct_likelihood,2,"Despite the high efficacy, its Chinese origin and WHO endorsement raise significant red flags for me."
